अ ə
न्यायाधिशां njajad̪ʰiʃã
न्यायाधिशांची njajad̪ʰiʃãtʃi
न्यायाधिशांचे njajad̪ʰiʃãtʃe
न्यायाधिशांचेर njajad̪ʰiʃãtʃerə
न्यायाधिशांचो njajad̪ʰiʃãtʃo
न्यायाधिशांच्या njajad̪ʰiʃãtʃja
न्यायाधिशांनी njajad̪ʰiʃãni
न्यायाधिशाची njajad̪ʰiʃatʃi
न्यायाधिशाचें njajad̪ʰiʃatʃẽ
न्यायाधिशाच्या njajad̪ʰiʃatʃja
न्यायाधीश njajad̪ʰiʃə
न्यायाधीशपदार njajad̪ʰiʃəpəd̪arə
न्यायान njajanə
न्यायापसून njajapəsunə
न्यायायधिशांनी njajajəd̪ʰiʃãni
न्यायालय njajaləjə
न्यायालया njajaləja
न्यायालयां njajaləjã
न्यायालयांचो njajaləjãtʃo
न्यायालयांच्या njajaləjãtʃja
न्यायालयांत njajaləjãt̪ə
न्यायालयांतूच njajaləjãt̪utʃə
न्यायालयांनी njajaləjãni
न्यायालयांय njajaləjãjə
न्यायालयाक njajaləjakə
न्यायालयाची njajaləjatʃi
न्यायालयाचे njajaləjatʃe
न्यायालयाचें njajaləjatʃẽ
न्यायालयाचो njajaləjatʃo
न्यायालयाच्या njajaləjatʃja
न्यायालयाधीश njajaləjad̪ʰiʃə
न्यायालयान njajaləjanə
न्यायालयानच njajaləjanətʃə
न्यायालयानूय njajaləjanujə
न्यायालयीन njajaləjinə
न्यायालयूच njajaləjutʃə
न्यायासयांत njajasəjãt̪ə
न्यायासयाच्या njajasəjatʃja
न्याय्य njajjə
न्यु nju
न्युज njudʒə
न्युजिलॅंड njudʒilɛ̃ɖə
न्युझिलँड njudʒʱiləM’ɖə
न्युझिलँडा njudʒʱiləM’ɖa
न्युझिलँडाक njudʒʱiləM’ɖakə
न्युझिलँडाची njudʒʱiləM’ɖatʃi
न्युझिलँडाचीं njudʒʱiləM’ɖatʃĩ
न्युझिलँडाच्या njudʒʱiləM’ɖatʃja
न्युझिलँडान njudʒʱiləM’ɖanə
न्युझिलॅंड njudʒʱilɛ̃ɖə
न्युझिलॅंडय njudʒʱilɛ̃ɖəjə
न्युझिलॅंडा njudʒʱilɛ̃ɖa
न्युझिलॅंडाक njudʒʱilɛ̃ɖakə
न्युझिलॅंडाकय njudʒʱilɛ̃ɖakəjə
न्युझिलॅंडाची njudʒʱilɛ̃ɖatʃi
न्युझिलॅंडाचे njudʒʱilɛ̃ɖatʃe
न्युझिलॅंडाचो njudʒʱilɛ̃ɖatʃo
न्युझिलॅंडान njudʒʱilɛ̃ɖanə
न्युयॉर्क njujɔrkə
न्यूज njudʒə
न्यूजचें njudʒətʃẽ
न्यूटन njuʈənə
न्यूट्रिटिव्ह njuʈriʈiʋɦə
न्हंय nɦə̃jə
न्हंयंत nɦə̃jə̃t̪ə
न्हंयंतलें nɦə̃jə̃t̪əlẽ
न्हंयंतल्या nɦə̃jə̃t̪əlja
न्हंयक nɦə̃jəkə
न्हंयची nɦə̃jətʃi
न्हंयचे nɦə̃jətʃe
न्हंयचें nɦə̃jətʃẽ
न्हंयचेर nɦə̃jətʃerə
न्हंयचो nɦə̃jətʃo
न्हंयच्या nɦə̃jətʃja
न्हंयच्यो nɦə̃jətʃjo
न्हंयत nɦə̃jət̪ə
न्हंयतली nɦə̃jət̪əli
न्हंयबाग nɦə̃jəbagə
न्हंयां nɦə̃jã
न्हंयांक nɦə̃jãkə
न्हंयांची nɦə̃jãtʃi
न्हंयांचे nɦə̃jãtʃe
न्हंयांचें nɦə̃jãtʃẽ
न्हंयांचेर nɦə̃jãtʃerə
न्हंयांचो nɦə̃jãtʃo
न्हंयांच्या nɦə̃jãtʃja
न्हंयांच्यो nɦə̃jãtʃjo
न्हंयांनी nɦə̃jãni
न्हंये nɦə̃je
न्हंयेंक nɦə̃jẽkə
न्हंयेंत nɦə̃jẽt̪ə
न्हंयेंतली nɦə̃jẽt̪əli
न्हंयेंतल्यान nɦə̃jẽt̪əljanə
न्हंयेक nɦə̃jekə
न्हंयेची nɦə̃jetʃi
न्हंयेचें nɦə̃jetʃẽ
न्हंयेचेर nɦə̃jetʃerə
न्हंयेचो nɦə̃jetʃo
न्हंयेतल्यान nɦə̃jet̪əljanə
न्हंयेन nɦə̃jenə
न्हंयो nɦə̃jo
न्हंवरो nɦə̃ʋəro
न्हंवऱयागेलीं nɦə̃ʋərjagelĩ
न्हचकारूंक nɦətʃəkarũkə
न्हथ nɦət̪ʰə
न्हय nɦəjə
न्हयअस्तुरी nɦəjəəst̪uri
न्हयकरपाक nɦəjəkərəpakə
न्हयकार nɦəjəkarə
न्हयकारचे nɦəjəkarətʃe
न्हयकारतकीर nɦəjəkarət̪əkirə
न्हयकारतली nɦəjəkarət̪əli
न्हयकारता nɦəjəkarət̪a
न्हयकारप nɦəjəkarəpə
न्हयकारपांत nɦəjəkarəpãt̪ə
न्हयकारपाक nɦəjəkarəpakə
न्हयकारपाची nɦəjəkarəpatʃi
न्हयकारपूच nɦəjəkarəputʃə
न्हयकारलां nɦəjəkarəlã
न्हयकारलांच nɦəjəkarəlãtʃə
न्हयकारली nɦəjəkarəli
न्हयकारले nɦəjəkarəle
न्हयकारलें nɦəjəkarəlẽ
न्हयकारल्यांत nɦəjəkarəljãt̪ə
न्हयकारल्यात nɦəjəkarəljat̪ə
न्हयकारल्यार nɦəjəkarəljarə
न्हयकाराचो nɦəjəkaratʃo
न्हयकारात्मक nɦəjəkarat̪məkə
न्हयकारिल्ले nɦəjəkarille
न्हयकारीत nɦəjəkarit̪ə
न्हयकारूंक nɦəjəkarũkə
न्हयकारून nɦəjəkarunə
न्हयच nɦəjətʃə
न्हयजंय nɦəjədʒə̃jə
न्हयतर nɦəjət̪ərə
न्हयां nɦəjã
न्हयेंक nɦəjẽkə
न्हयेप्रमाण nɦəjeprəmaɳə
न्हवरे nɦəʋəre
न्हवरो nɦəʋəro
न्हाण nɦaɳə
न्हाणयतलो nɦaɳəjət̪əlo
न्हाणयात nɦaɳəjat̪ə
न्हातलों nɦat̪əlõ
न्हातां nɦat̪ã
न्हातात nɦat̪at̪ə
न्हाताली nɦat̪ali
न्हाताले nɦat̪ale
न्हायत nɦajət̪ə
न्हायात nɦajat̪ə
न्हालों nɦalõ
न्हावचें nɦaʋətʃẽ
न्हावन nɦaʋənə
न्हावप nɦaʋəpə
न्हावपाक nɦaʋəpakə
न्हावपाचे nɦaʋəpatʃe
न्हिद nɦid̪ə
न्हिदचे nɦid̪ətʃe
न्हिदतना nɦid̪ət̪əna
न्हिदतले nɦid̪ət̪əle
न्हिदता nɦid̪ət̪a
न्हिदताली nɦid̪ət̪ali
न्हिदताले nɦid̪ət̪ale
न्हिदपाक nɦid̪əpakə
न्हिदपाचे nɦid̪əpatʃe
न्हिदपाचें nɦid̪əpatʃẽ
न्हिदपाचो nɦid̪əpatʃo
न्हिदपी nɦid̪əpi
न्हिदला nɦid̪əla
न्हिदले nɦid̪əle
न्हिदलें nɦid̪əlẽ
न्हिदिल्लीं nɦid̪illĩ
न्हिदिल्ले nɦid̪ille
न्हिदिल्लें nɦid̪illẽ
न्हिदिल्ल्या nɦid̪illja
न्हिदिल्ल्यांचो nɦid̪illjãtʃo
न्हिदुया nɦid̪uja
न्हिदुसुऱ्यां nɦid̪usujã
न्हिदूंक nɦid̪ũkə
न्हिदून nɦid̪unə
न्हिदूनच nɦid̪unətʃə
न्हिदेंत nɦid̪ẽt̪ə
न्हिदेचें nɦid̪etʃẽ
न्हिदेचेच nɦid̪etʃetʃə
न्हिदो nɦid̪o
न्हिन्नळटलें nɦinnəɭəʈəlẽ
न्हिवतातय nɦiʋət̪at̪əjə
न्हिवोवन nɦiʋoʋənə
न्ही nɦi
न्हीद nɦid̪ə
न्हीदूय nɦid̪ujə
न्हू nɦu
न्हूं nɦũ
न्हेशिल्ली nɦeʃilli
न्हेशिल्ले nɦeʃille
न्हेशिल्लें nɦeʃillẽ
न्हेसतात nɦesət̪at̪ə
न्हेसताली nɦesət̪ali
न्हेसयतना nɦesəjət̪əna
न्हेसवण nɦesəʋəɳə
न्हेसून nɦesunə
प pə
पं pə̃
पंकज pə̃kədʒə
पंकजान pə̃kədʒanə
पंक्षांनीय pə̃kʂãnijə
पंखा pə̃kʰa
पंगंडा pə̃gə̃ɖa
पंगड pə̃gəɖə
पंगडय pə̃gəɖəjə
पंगडा pə̃gəɖa
पंगडां pə̃gəɖã
पंगडांक pə̃gəɖãkə
पंगडांची pə̃gəɖãtʃi
पंगडांचे pə̃gəɖãtʃe
पंगडांचो pə̃gəɖãtʃo
पंगडांच्या pə̃gəɖãtʃja
पंगडांत pə̃gəɖãt̪ə
पंगडांतले pə̃gəɖãt̪əle
पंगडांतल्या pə̃gəɖãt̪əlja
पंगडांतल्यान pə̃gəɖãt̪əljanə
पंगडांतूय pə̃gəɖãt̪ujə
पंगडांनी pə̃gəɖãni
पंगडांमदली pə̃gəɖãməd̪əli
पंगडांमदीं pə̃gəɖãməd̪ĩ
पंगडाक pə̃gəɖakə
पंगडाकूच pə̃gəɖakutʃə
पंगडाची pə̃gəɖatʃi
पंगडाचे pə̃gəɖatʃe
पंगडाचें pə̃gəɖatʃẽ
पंगडाचेर pə̃gəɖatʃerə
पंगडाचो pə̃gəɖatʃo
पंगडाच्या pə̃gəɖatʃja
पंगडान pə̃gəɖanə
पंगडानूय pə̃gəɖanujə
पंगडूय pə̃gəɖujə
पंगतींत pə̃gət̪ĩt̪ə
पंगतींतले pə̃gət̪ĩt̪əle
पंगतींतल्यान pə̃gət̪ĩt̪əljanə
पंगतीक pə̃gət̪ikə
पंगतीभेद pə̃gət̪ibʱed̪ə
पंच pə̃tʃə
पंचकाताय pə̃tʃəkat̪ajə
पंचनामो pə̃tʃənamo
पंचम pə̃tʃəmə
पंचमहाभुतांचेर pə̃tʃəməɦabʱut̪ãtʃerə
पंचवाडी pə̃tʃəʋaɖi
पंचविसेक pə̃tʃəʋisekə
पंचवीस pə̃tʃəʋisə
पंचसरपंच pə̃tʃəsərəpə̃tʃə
पंचां pə̃tʃã
पंचांग pə̃tʃãgə
पंचांगाचीं pə̃tʃãgatʃĩ
पंचाईत pə̃tʃai:t̪ə
पंचाची pə̃tʃatʃi
पंचायत pə̃tʃajət̪ə
पंचायती pə̃tʃajət̪i
पंचायतीं pə̃tʃajət̪ĩ
पंचायतींक pə̃tʃajət̪ĩkə
पंचायतींचे pə̃tʃajət̪ĩtʃe
पंचायतींचेर pə̃tʃajət̪ĩtʃerə
पंचायतींचो pə̃tʃajət̪ĩtʃo
पंचायतींच्या pə̃tʃajət̪ĩtʃja
पंचायतींच्यो pə̃tʃajət̪ĩtʃjo
पंचायतींत pə̃tʃajət̪ĩt̪ə
पंचायतींतले pə̃tʃajət̪ĩt̪əle
पंचायतींतल्या pə̃tʃajət̪ĩt̪əlja
पंचायतींतूय pə̃tʃajət̪ĩt̪ujə
पंचायतींनी pə̃tʃajət̪ĩni
पंचायतीक pə̃tʃajət̪ikə
पंचायतीचे pə̃tʃajət̪itʃe
पंचायतीचें pə̃tʃajət̪itʃẽ
पंचायतीचेर pə̃tʃajət̪itʃerə
पंचायतीचो pə̃tʃajət̪itʃo
पंचायतीचोच pə̃tʃajət̪itʃotʃə
पंचायतीच्या pə̃tʃajət̪itʃja
पंचायतीन pə̃tʃajət̪inə
पंचायतीनी pə̃tʃajət̪ini
पंचावन्न pə̃tʃaʋənnə
पंचूय pə̃tʃujə
पंचे pə̃tʃe
पंचेचाळीस pə̃tʃetʃaɭisə
पंजाब pə̃dʒabə
पंजाबांत pə̃dʒabãt̪ə
पंजाबाचो pə̃dʒabatʃo
पंजाबी pə̃dʒabi
पंडित pə̃ɖit̪ə
पंडितजीचें pə̃ɖit̪ədʒitʃẽ
